Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Chefinho,BR,iPhone,0,fargo,,select,,2021-01-01 11:06:26
Chefinho,BR,iPhone,0,october,,select,,2021-01-01 11:05:56
Chefinho,BR,iPhone,0,due date,Due Date,add,,2021-01-01 11:04:43
Chefinho,BR,iPhone,0,due date,Due Date,select,,2021-01-01 11:04:27
Chefinho,BR,iPhone,0,darkest hour,Darkest Hour,select,,2021-01-01 11:03:29
Chefinho,BR,iPhone,0,september,September,add,,2021-01-01 11:03:02
Chefinho,BR,iPhone,0,september,September,select,,2021-01-01 11:02:43
Chefinho,BR,iPhone,0,project power,Project Power,add,,2021-01-01 11:01:47
Chefinho,BR,iPhone,0,project power,Project Power,select,,2021-01-01 11:01:32
Chefinho,BR,iPhone,0,swiss army man,A Million Ways to Die in the West,add,,2021-01-01 11:01:08
Chefinho,BR,iPhone,0,swiss army man,A Million Ways to Die in the West,select,,2021-01-01 11:01:05
