Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Chefinho,BR,iPhone,0,3:10 to yuma,The Duel,add,,2021-01-01 10:57:13
Chefinho,BR,iPhone,0,3:10 to yuma,The Duel,select,,2021-01-01 10:56:52
Chefinho,BR,iPhone,0,3:10 to yuma,True Grit,add,,2021-01-01 10:56:49
Chefinho,BR,iPhone,0,3:10 to yuma,True Grit,select,,2021-01-01 10:56:40
Chefinho,BR,iPhone,0,3:10 to yuma,True Grit,select,,2021-01-01 10:55:59
Chefinho,BR,iPhone,0,a silent,A Silent Voice,select,,2021-01-01 10:54:01
Chefinho,BR,iPhone,0,you na,Your Name,select,,2021-01-01 10:53:06
Chefinho,BR,iPhone,0,the devil,The Devil All The Time,add,,2021-01-01 10:50:50
Chefinho,BR,iPhone,0,the devil,The Devil All The Time,select,,2021-01-01 10:50:36
Chefinho,BR,iPhone,0,free,Free State of Jones,select,,2021-01-01 10:49:41
Chefinho,BR,iPhone,0,tge trial,The Trial of the Chicago 7,add,,2021-01-01 10:49:14
Chefinho,BR,iPhone,0,tge trial,The Trial of the Chicago 7,select,,2021-01-01 10:48:54
Chefinho,BR,Android Phone,0,oscar,"Peppa Pig: Season 5: ""Potato City / The New House / Basketball / Horsey Twinkle Toes""",play,,2021-01-01 00:30:58
Chefinho,BR,Android Phone,0,oscar,,select,,2021-01-01 00:30:40
Chefinho,BR,Android Phone,0,oscar,,select,,2021-01-01 00:30:14
Chefinho,BR,Smart TV,0,fright night,Fright Night 2,select,,2020-12-22 18:09:31
Chefinho,BR,Smart TV,0,fright night,Fright Night,select,,2020-12-22 18:08:44
Chefinho,BR,Android Phone,0,oscar,,select,,2020-12-19 15:34:52
Chefinho,BR,iPhone,0,winter,Winter on Fire: Ukraine's Fight for Freedom,select,,2020-12-18 08:42:57
Chefinho,BR,iPhone,0,oscar,,select,,2020-12-01 00:00:19
Chefinho,BR,Smart TV,0,os,,play,,2020-11-26 17:09:34
Chefinho,BR,Smart TV,0,os,,select,,2020-11-26 17:09:14
Chefinho,BR,iPhone,0,jupiter,Jupiter Ascending,add,,2020-11-20 19:01:30
Chefinho,BR,iPhone,0,jupiter,Jupiter Ascending,select,,2020-11-20 19:01:21
Chefinho,BR,iPhone,0,glory,Uncertain Glory,select,,2020-11-20 18:58:57
Chefinho,BR,iPhone,0,django,Django Unchained,add,,2020-11-20 18:56:37
Chefinho,BR,iPhone,0,django,Django Unchained,select,,2020-11-20 18:56:32
Chefinho,BR,iPhone,0,stardust,Snow White & the Huntsman,select,,2020-11-20 18:52:54
Chefinho,BR,iPhone,0,the king,The King,add,,2020-11-20 18:52:05
Chefinho,BR,iPhone,0,the king,The King,select,,2020-11-20 18:52:02
Chefinho,BR,iPhone,0,the king,The King,select,,2020-11-20 18:51:51
Chefinho,BR,iPhone,0,the king,,select,,2020-11-20 18:51:46
Chefinho,BR,Smart TV,0,vincent,Loving Vincent,play,,2020-11-15 15:57:30
Chefinho,BR,Smart TV,0,vincent,Loving Vincent,select,,2020-11-15 15:57:26
Chefinho,BR,Smart TV,0,vincent,Vincent,select,,2020-11-15 15:57:24
Chefinho,BR,Smart TV,0,back ,Back to the Future,play,,2020-11-06 18:10:30
Chefinho,BR,Smart TV,0,back ,Back to the Future,select,,2020-11-06 18:10:26
Chefinho,BR,iPhone,0,slow,Slow West,select,,2020-10-20 18:27:29
Chefinho,BR,iPhone,0,uncut gems,Uncut Gems,add,,2020-10-20 18:25:32
Chefinho,BR,iPhone,0,uncut gems,Uncut Gems,select,,2020-10-20 18:25:24
Chefinho,BR,iPhone,0,drive,Drive,select,,2020-10-20 18:23:53
Chefinho,BR,iPhone,0,sadow,,select,,2020-10-20 18:21:05
Chefinho,BR,iPhone,0,the dawn wall,The Dawn Wall,add,,2020-10-20 18:17:49
Chefinho,BR,iPhone,0,the dawn wall,The Dawn Wall,select,,2020-10-20 18:17:42
Chefinho,BR,iPhone,0,croods,The Croods,select,,2020-10-20 18:16:29
Chefinho,BR,iPhone,0,the little,The Little Prince,add,,2020-10-20 18:15:09
Chefinho,BR,iPhone,0,the little,The Little Prince,select,,2020-10-20 18:14:43
Chefinho,BR,iPhone,0,hitler,,select,,2020-10-01 01:22:59
Chefinho,BR,iPhone,0,les miserables,,select,,2020-09-16 16:46:38
Chefinho,BR,iPhone,0,les miserables,Les Misérables in Concert,select,,2020-09-16 16:46:02
Chefinho,BR,iPhone,0,les miserables,Les Misérables in Concert,select,,2020-09-16 16:45:43
Chefinho,BR,iPhone,0,les miserables,,select,,2020-09-16 16:45:28
Chefinho,BR,iPhone,0,lea misérables,,select,,2020-09-16 16:42:06
Chefinho,BR,iPhone,0,3 idiots,3 idiotas,select,,2020-09-09 10:33:22
Chefinho,BR,iPhone,0,hidden life,Third Person,select,,2020-08-22 07:38:32
Chefinho,BR,iPad,0,jane doe,The Autopsy of Jane Doe,select,,2020-08-08 11:03:46
Chefinho,BR,iPhone,0,ballad,The Ballad of Buster Scruggs,add,,2020-07-29 10:13:45
Chefinho,BR,iPhone,0,ballad,The Ballad of Buster Scruggs,select,,2020-07-29 10:13:16
Chefinho,BR,iPad,0,sandra bullock,The Proposal,select,,2020-07-26 10:47:03
Chefinho,BR,iPad,0,sandra bullock,28 Days,select,,2020-07-26 10:46:42
Chefinho,BR,iPad,0,sandra bullock,,select,,2020-07-26 10:46:03
Chefinho,BR,iPad,0,sandra bullock,28 Days,select,,2020-07-26 10:45:42
Chefinho,BR,iPhone,0,john wick,Jack Reacher,select,,2020-06-12 18:08:54
Chefinho,BR,iPhone,0,john wick,The Outsider,select,,2020-06-12 18:08:33
Chefinho,BR,iPhone,0,john wick,John Wick: Chapter 2,select,,2020-06-12 18:08:22
Chefinho,BR,iPhone,0,john wick,John Wick,select,,2020-06-12 18:08:02
Chefinho,BR,Smart TV,0,ita,The Italian Job,play,,2020-05-23 22:24:06
Chefinho,BR,Smart TV,0,ita,The Italian Job,select,,2020-05-23 22:24:02
Chefinho,BR,iPad,0,the italian job,The Italian Job,select,,2020-05-23 11:31:45
Chefinho,BR,iPad,0,sandra bullock ,,select,,2020-05-13 23:15:00
Chefinho,BR,iPhone,0,eichma,Nazi Concentration Camps,select,,2020-05-12 23:38:37
Chefinho,BR,iPhone,0,eichma,The Angel,select,,2020-05-12 23:38:11
Chefinho,BR,iPhone,0,eichma,,select,,2020-05-12 23:37:52
Chefinho,BR,iPhone,0,eichma,The Accountant of Auschwitz,select,,2020-05-12 23:37:36
Chefinho,BR,iPhone,0,eichma,Operation Finale,select,,2020-05-12 23:37:31
Chefinho,BR,iPad,0,wwii,Nazi Concentration Camps,select,,2020-05-08 14:19:35
Chefinho,BR,iPad,0,wwii,,select,,2020-05-08 14:19:04
Chefinho,BR,iPad,0,wwii,,select,,2020-05-08 14:18:49
Chefinho,BR,iPad,0,wwii,,select,,2020-05-08 14:17:11
Chefinho,BR,iPad,0,wwii,,select,,2020-05-08 14:16:22
Chefinho,BR,iPad,0,wwii,War Machine,select,,2020-05-08 14:15:24
Chefinho,BR,iPad,0,wwii,The Accountant of Auschwitz,select,,2020-05-08 14:14:31
Chefinho,BR,iPad,0,churchill,,select,,2020-05-08 14:12:06
Chefinho,BR,iPad,0,churchill,,select,,2020-05-08 14:11:35
Chefinho,BR,iPad,0,ryan,My Honor Was Loyalty,select,,2020-05-08 14:10:27
Chefinho,BR,iPad,0,ryan,Saving Private Ryan,select,,2020-05-08 14:10:10
Chefinho,BR,iPhone,0,apocalypto,"10,000 B.C.",select,,2020-05-07 10:30:34
Chefinho,BR,iPhone,0,1492,,select,,2020-05-07 10:29:33
Chefinho,BR,iPhone,0,1492,1492: Conquest of Paradise,select,,2020-05-07 10:28:40
Chefinho,BR,iPhone,0,i am,I Am Sam,select,,2020-05-07 00:07:50
Chefinho,BR,iPhone,0,sun,,select,,2020-05-06 10:54:31
Chefinho,BR,iPhone,0,sun,,select,,2020-05-06 10:54:18
Chefinho,BR,iPhone,0,sun,Pitch Black,select,,2020-05-06 10:53:39
Chefinho,BR,iPhone,0,sun,Sunshine,select,,2020-05-06 10:52:57
Chefinho,BR,iPhone,0,green ,The Green Mile,select,,2020-05-06 01:35:58
Chefinho,BR,iPhone,0,cell 7,Miracle in Cell No. 7,select,,2020-05-05 19:59:25
Chefinho,BR,iPhone,0,cell 7,Miracle in Cell No. 7,select,,2020-05-05 17:50:57
Chefinho,BR,iPad,0,oscar,,select,,
Chefinho,BR,iPad,0,oscar,,select,,
Chefinho,BR,iPad,0,oscar,,select,,
Chefinho,BR,Smart TV,0,adv,,select,,
Chefinho,BR,Smart TV,0,adv,,select,,
Chefinho,BR,Smart TV,0,adv,How It Ends,select,,
Chefinho,BR,Smart TV,0,adv,,select,,
Chefinho,BR,Smart TV,0,adv,,select,,
Chefinho,BR,Smart TV,0,adv,Helios,select,,
Chefinho,BR,Smart TV,0,adv,The Devil's Advocate,select,,
Chefinho,BR,Smart TV,0,adv,Errementari: The Blacksmith and the Devil,select,,
Chefinho,BR,Smart TV,0,adv,Adventureland,select,,
Chefinho,BR,Smart TV,0,adv,Nothing But Trouble,select,,
Chefinho,BR,Smart TV,0,co,,select,,
Chefinho,BR,Smart TV,0,co,,select,,
Chefinho,BR,Smart TV,0,co,True Memoirs of an International Assassin,select,,
Chefinho,BR,Smart TV,0,co,,select,,
Chefinho,BR,Smart TV,0,co,Coraline,select,,
Chefinho,BR,Smart TV,0,school,,select,,
Chefinho,BR,Smart TV,0,school,The Outcasts,select,,
Chefinho,BR,Smart TV,0,school,17 Again,select,,
Chefinho,BR,Smart TV,0,vin,,select,,
Chefinho,BR,Smart TV,0,vin,Just Go With It,select,,
Chefinho,BR,Smart TV,0,vin,Good Luck Chuck,select,,
Chefinho,BR,Smart TV,0,vin,99 Homes,select,,
Chefinho,BR,Smart TV,0,vin,Get Hard,select,,
Chefinho,BR,Smart TV,0,vin,Unfinished Business,select,,
Chefinho,BR,Android Phone,0,niro,Lost Girls,select,,
Chefinho,BR,Smart TV,0,eu,Eurotrip,select,,
Chefinho,BR,iPad,0,romanov ,,select,,
Chefinho,BR,iPad,0,katyn ,,select,,
Chefinho,BR,iPhone,0,ragna,,select,,
Chefinho,BR,Smart TV,0,eu,Eurotrip,select,,
Chefinho,BR,Smart TV,0,hand,,select,,
Chefinho,BR,Smart TV,0,hand,,select,,
Chefinho,BR,Smart TV,0,hand,,select,,
Chefinho,BR,Smart TV,0,hand,,select,,
Chefinho,BR,Smart TV,0,american,The Babysitter,play,,
Chefinho,BR,Smart TV,0,american,The Babysitter,play,,
Chefinho,BR,Smart TV,0,,,select,,
Chefinho,BR,Smart TV,0,,,select,,
Chefinho,BR,Smart TV,0,,Miss Congeniality 2: Armed and Fabulous,select,,
Chefinho,BR,Smart TV,0,,,select,,
Chefinho,BR,Smart TV,0,sea,,select,,
Chefinho,BR,Smart TV,0,hand,,play,,
Chefinho,BR,Smart TV,0,hand,,play,,
Chefinho,BR,Smart TV,0,foc,Shot,select,,
Chefinho,BR,iPhone,0,mist,,select,,
Chefinho,BR,iPhone,0,requiem,,select,,
Chefinho,BR,Smart TV,0,view,The Ugly Truth,play,,
Chefinho,BR,Smart TV,0,view,Rumor Has It...,play,,
Chefinho,BR,Smart TV,0,view,Lost Girls,play,,
Chefinho,BR,Smart TV,0,view,Into the Storm,play,,
Chefinho,BR,Smart TV,0,view,,play,,
Chefinho,BR,Smart TV,0,view,The Crew,play,,
Chefinho,BR,Smart TV,0,view,Click,play,,
Chefinho,BR,Smart TV,0,view,Cuddle Weather,play,,
Chefinho,BR,Smart TV,0,view,Palm Trees in the Snow,play,,
Chefinho,BR,Smart TV,0,lost,,play,,
Chefinho,BR,Smart TV,0,lost,,play,,
Chefinho,BR,Smart TV,0,lost,Passengers,play,,
Chefinho,BR,Smart TV,0,lost,,play,,
Chefinho,BR,Smart TV,0,lost,,play,,
Chefinho,BR,Smart TV,0,lost,Manchester by the Sea,play,,
Chefinho,BR,Smart TV,0,lost,,play,,
Chefinho,BR,Smart TV,0,lost,,play,,
Chefinho,BR,Smart TV,0,live,Aloha,play,,
Chefinho,BR,Smart TV,0,moon,The Last Man on the Moon,play,,
Chefinho,BR,Smart TV,0,moon,Carol,play,,
Chefinho,BR,Smart TV,0,moon,All The Bright Places,play,,
Chefinho,BR,Smart TV,0,moon,Big Eyes,play,,
Chefinho,BR,Smart TV,0,space,Middle School: The Worst Years of My Life,play,,
Chefinho,BR,Smart TV,0,space,,play,,
Chefinho,BR,Smart TV,0,school,Easy A,play,,
Chefinho,BR,Smart TV,0,school,Eurotrip,play,,
Chefinho,BR,Smart TV,0,school,,play,,
Chefinho,BR,Smart TV,0,school,Identity Thief,play,,
Chefinho,BR,Smart TV,0,school,Tall Girl,play,,
Chefinho,BR,Smart TV,0,strange,,play,,
Chefinho,BR,Smart TV,0,strange,Guilty,play,,
Chefinho,BR,Smart TV,0,strange,Miss Americana,play,,
Chefinho,BR,Smart TV,0,strange,Murder Mystery,play,,
Chefinho,BR,Smart TV,0,strange,The Silence,play,,
Chefinho,BR,Smart TV,0,strange,,play,,
Chefinho,BR,Smart TV,0,house,,play,,
Chefinho,BR,Smart TV,0,house,The Open House,play,,
Chefinho,BR,Smart TV,0,house,Guilty,play,,
Chefinho,BR,Smart TV,0,house,She's Out of My League,play,,
Chefinho,BR,Smart TV,0,house,The Conjuring,play,,
Chefinho,BR,Smart TV,0,house,Gerald's Game,play,,
Chefinho,BR,Smart TV,0,house,Falling Inn Love,play,,
Chefinho,BR,Smart TV,0,house,The Big Short,play,,
Chefinho,BR,Smart TV,0,house,In the Shadow of the Moon,play,,
Chefinho,BR,Smart TV,0,house,The Unborn,play,,
Chefinho,BR,Smart TV,0,house,The Invitation,play,,
Chefinho,BR,Smart TV,0,house,,play,,
Chefinho,BR,Smart TV,0,house,Como Nossos Pais,play,,
Chefinho,BR,Smart TV,0,house,Easy A,play,,
Chefinho,BR,Smart TV,0,house,,play,,
Chefinho,BR,Smart TV,0,house,Earthquake Bird,play,,
Chefinho,BR,Smart TV,0,dark,El Camino: A Breaking Bad Movie,play,,
Chefinho,BR,Smart TV,0,dark,The Darkest Dawn,play,,
Chefinho,BR,Smart TV,0,dark,Horse Girl,play,,
Chefinho,BR,Smart TV,0,dark,The Recall,play,,
Chefinho,BR,Smart TV,0,to,The Money Pit,play,,
Chefinho,BR,Smart TV,0,to,,play,,
Chefinho,BR,Smart TV,0,ton,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",play,,
Chefinho,BR,Smart TV,0,ton,That's My Boy,play,,
Chefinho,BR,Smart TV,0,ton,Executive Decision,play,,
Chefinho,BR,Smart TV,0,adam,Bedtime Stories,play,,
Chefinho,BR,Smart TV,0,adam,Unfinished Business,play,,
Chefinho,BR,Smart TV,0,tara,,select,,
Chefinho,BR,Smart TV,0,tara,,select,,
Chefinho,BR,Smart TV,0,tara,The Big Short,select,,
Chefinho,BR,Smart TV,0,ta,Tall Girl,select,,
Chefinho,BR,Smart TV,0,ho,The Open House,select,,
Chefinho,BR,Smart TV,0,ho,The Influence,select,,
Chefinho,BR,Smart TV,0,ho,Holy Hell,select,,
Chefinho,BR,Smart TV,0,ho,Hot Girls Wanted,select,,
Chefinho,BR,Smart TV,0,ho,The Money Pit,select,,
Chefinho,BR,Smart TV,0,ho,Family Blood,select,,
Chefinho,BR,Smart TV,0,tom,,select,,
Chefinho,BR,Smart TV,0,tom,,select,,
Chefinho,BR,Smart TV,0,tom,Oblivion,select,,
Chefinho,BR,Smart TV,0,tom,Tombstone,select,,
Chefinho,BR,Smart TV,0,war,Exit Wounds,select,,
Chefinho,BR,Smart TV,0,war,Guilty,select,,
Chefinho,BR,Smart TV,0,war,,select,,
Chefinho,BR,Smart TV,0,war,The Debt Collector,select,,
Chefinho,BR,Smart TV,0,war,,select,,
Chefinho,BR,Smart TV,0,war,War Machine,select,,
Chefinho,BR,Smart TV,0,time,Passengers,select,,
Chefinho,BR,Smart TV,0,time,Aloha,select,,
Chefinho,BR,Smart TV,0,mars,Blade Runner: The Final Cut,select,,
Chefinho,BR,Smart TV,0,mars,,select,,
Chefinho,BR,Smart TV,0,niro,,select,,
Chefinho,BR,Smart TV,0,tara,The Big Short,play,,
Chefinho,BR,Smart TV,0,ta,Tall Girl,play,,
Chefinho,BR,Smart TV,0,ho,The Open House,play,,
Chefinho,BR,Smart TV,0,ho,Holy Hell,play,,
Chefinho,BR,Smart TV,0,ho,The Money Pit,play,,
Chefinho,BR,Smart TV,0,ho,Family Blood,play,,
Chefinho,BR,Smart TV,0,tom,Oblivion,play,,
Chefinho,BR,Smart TV,0,war,Guilty,play,,
Chefinho,BR,Smart TV,0,war,The Debt Collector,play,,
Chefinho,BR,Smart TV,0,war,War Machine,play,,
Chefinho,BR,Smart TV,0,time,Passengers,play,,
Chefinho,BR,Smart TV,0,time,Aloha,play,,
Chefinho,BR,Smart TV,0,mars,Blade Runner: The Final Cut,play,,
Chefinho,BR,Smart TV,0,mars,,play,,
Chefinho,BR,Smart TV,0,,,select,,
Chefinho,BR,Smart TV,0,,,select,,
Chefinho,BR,Smart TV,0,,The Bucket List,select,,
Chefinho,BR,Smart TV,0,,The Lost World: Jurassic Park,select,,
Chefinho,BR,Smart TV,0,school,Eurotrip,add,,
Chefinho,BR,Smart TV,0,,Miss Congeniality 2: Armed and Fabulous,play,,
Chefinho,BR,Smart TV,0,,,play,,
Chefinho,BR,Smart TV,0,,The Bucket List,play,,
Chefinho,BR,Smart TV,0,,The Lost World: Jurassic Park,play,,
Chefinho,BR,iPad,0,the mission,The Mission,select,,
Chefinho,BR,iPad,0,the mission,The Mission: Crusade,select,,
Chefinho,BR,iPad,0,the mission,The Last Mission,select,,
Chefinho,BR,iPad,0,wwii,,select,,
Chefinho,BR,iPad,0,wwii,Playing for Time,select,,
Chefinho,BR,iPad,0,wwii,,select,,
Chefinho,BR,iPad,0,wwii,The Accountant of Auschwitz,select,,
Chefinho,BR,iPad,0,wwii,Nazi Concentration Camps,select,,
Chefinho,BR,iPad,0,wwii,"Cinema, Aspirins and Vultures",select,,
Chefinho,BR,iPad,0,wwii,The Accountant of Auschwitz,select,,
Chefinho,BR,iPad,0,wwii,,select,,
Chefinho,BR,iPad,0,wwii,,select,,
Chefinho,BR,iPad,0,wwii,,select,,
Chefinho,BR,iPad,0,wwii,,select,,
Chefinho,BR,iPad,0,wwii,My Honor Was Loyalty,select,,
Chefinho,BR,iPad,0,there will be blood,There Will Be Blood,select,,
Chefinho,BR,iPad,0,there will be blood,The Big Short,select,,
Chefinho,BR,iPad,0,aviation,Aviation Action,select,,
Chefinho,BR,iPad,0,airbus,World's Biggest Airliner: The Airbus A380: The Race to Build,select,,
Chefinho,BR,iPad,0,airbus,,select,,
Chefinho,BR,iPhone,0,camp,,select,,
Chefinho,BR,iPhone,0,pie,Unlocked,select,,
Chefinho,BR,iPhone,0,pie,,select,,
Chefinho,BR,iPhone,0,pie,Our Souls at Night,select,,
Chefinho,BR,iPhone,0,pie,Aloha,select,,
Chefinho,BR,iPhone,0,pie,Anon,select,,
Chefinho,BR,iPhone,0,pie,The Italian Job,select,,
Chefinho,BR,iPhone,0,1492,1492: Conquest of Paradise,select,,
Chefinho,BR,Smart TV,0,school,Click,play,,
Chefinho,BR,Smart TV,0,school,6 Underground,play,,
Chefinho,BR,Smart TV,0,vegas,The Bucket List,play,,
Chefinho,BR,Smart TV,0,vegas,The Ugly Truth,play,,
Chefinho,BR,Smart TV,0,vegas,The Big Short,play,,
Chefinho,BR,Smart TV,0,vegas,She's Out of My League,play,,
Chefinho,BR,Smart TV,0,vegas,The Sweetest Thing,play,,
Chefinho,BR,Smart TV,0,eu,Eurotrip,play,,
Chefinho,BR,iPhone,0,vietnam,Furie,select,,
Chefinho,BR,iPhone,0,vietnam,Thi Mai,select,,
Chefinho,BR,iPhone,0,vietnam,,select,,
Chefinho,BR,iPhone,0,stalin,The Death of Stalin,select,,
Chefinho,BR,iPhone,0,stalin,The Death of Stalin,select,,
Chefinho,BR,iPhone,0,outbre,,select,,
Chefinho,BR,iPhone,0,outbre,Outbreak,select,,
Chefinho,BR,iPhone,0,fugitive,Eye for an Eye,select,,
Chefinho,BR,Smart TV,0,school,,select,,
Chefinho,BR,Smart TV,0,school,Click,select,,
Chefinho,BR,Smart TV,0,school,Click,select,,
Chefinho,BR,Smart TV,0,school,6 Underground,select,,
Chefinho,BR,Smart TV,0,vegas,The Bucket List,select,,
Chefinho,BR,Smart TV,0,vegas,The Ugly Truth,select,,
Chefinho,BR,Smart TV,0,vegas,The Big Short,select,,
Chefinho,BR,Smart TV,0,vegas,She's Out of My League,select,,
Chefinho,BR,Smart TV,0,vegas,The Sweetest Thing,select,,
Chefinho,BR,Smart TV,0,view,The Ugly Truth,select,,
Chefinho,BR,Smart TV,0,view,Rumor Has It...,select,,
Chefinho,BR,Smart TV,0,view,Lost Girls,select,,
Chefinho,BR,Smart TV,0,view,Into the Storm,select,,
Chefinho,BR,Smart TV,0,view,,select,,
Chefinho,BR,Smart TV,0,view,The Crew,select,,
Chefinho,BR,Smart TV,0,view,Click,select,,
Chefinho,BR,Smart TV,0,view,Cuddle Weather,select,,
Chefinho,BR,Smart TV,0,view,Palm Trees in the Snow,select,,
Chefinho,BR,Smart TV,0,lost,,select,,
Chefinho,BR,Smart TV,0,lost,,select,,
Chefinho,BR,Smart TV,0,lost,Passengers,select,,
Chefinho,BR,Smart TV,0,lost,,select,,
Chefinho,BR,Smart TV,0,lost,,select,,
Chefinho,BR,Smart TV,0,lost,Lost in Translation,select,,
Chefinho,BR,Smart TV,0,lost,Manchester by the Sea,select,,
Chefinho,BR,Smart TV,0,lost,Lost and Found,select,,
Chefinho,BR,Smart TV,0,lost,,select,,
Chefinho,BR,Smart TV,0,lost,,select,,
Chefinho,BR,Smart TV,0,lost,,select,,
Chefinho,BR,Smart TV,0,live,Aloha,select,,
Chefinho,BR,Smart TV,0,moon,The Last Man on the Moon,select,,
Chefinho,BR,Smart TV,0,moon,Carol,select,,
Chefinho,BR,Smart TV,0,moon,All The Bright Places,select,,
Chefinho,BR,Smart TV,0,moon,Big Eyes,select,,
Chefinho,BR,Smart TV,0,space,Middle School: The Worst Years of My Life,select,,
Chefinho,BR,Smart TV,0,space,,select,,
Chefinho,BR,Smart TV,0,school,Easy A,select,,
Chefinho,BR,Smart TV,0,school,Eurotrip,select,,
Chefinho,BR,Smart TV,0,school,,select,,
Chefinho,BR,Smart TV,0,school,Identity Thief,select,,
Chefinho,BR,Smart TV,0,school,Tall Girl,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,Guilty,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,Miss Americana,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,Murder Mystery,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,The Silence,select,,
Chefinho,BR,Smart TV,0,strange,The Perfect Date,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,strange,Strangers,select,,
Chefinho,BR,Smart TV,0,strange,,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,The Open House,select,,
Chefinho,BR,Smart TV,0,house,Guilty,select,,
Chefinho,BR,Smart TV,0,house,She's Out of My League,select,,
Chefinho,BR,Smart TV,0,house,The Conjuring,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,Gerald's Game,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,Falling Inn Love,select,,
Chefinho,BR,Smart TV,0,house,The Big Short,select,,
Chefinho,BR,Smart TV,0,house,In the Shadow of the Moon,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,The Unborn,select,,
Chefinho,BR,Smart TV,0,house,The Invitation,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,Como Nossos Pais,select,,
Chefinho,BR,Smart TV,0,house,Easy A,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,house,Earthquake Bird,select,,
Chefinho,BR,Smart TV,0,house,,select,,
Chefinho,BR,Smart TV,0,dark,,select,,
Chefinho,BR,Smart TV,0,dark,,select,,
Chefinho,BR,Smart TV,0,dark,El Camino: A Breaking Bad Movie,select,,
Chefinho,BR,Smart TV,0,dark,The Darkest Dawn,select,,
Chefinho,BR,Smart TV,0,dark,Horse Girl,select,,
Chefinho,BR,Smart TV,0,dark,The Recall,select,,
Chefinho,BR,Smart TV,0,to,The Money Pit,select,,
Chefinho,BR,Smart TV,0,to,,select,,
Chefinho,BR,Smart TV,0,to,,select,,
Chefinho,BR,Smart TV,0,ton,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",select,,
Chefinho,BR,Smart TV,0,ton,That's My Boy,select,,
Chefinho,BR,Smart TV,0,ton,Executive Decision,select,,
Chefinho,BR,Smart TV,0,adam,Bedtime Stories,select,,
Chefinho,BR,Smart TV,0,adam,Unfinished Business,select,,
Chefinho,BR,iPad,0,the choice,The Choice,select,,
Chefinho,BR,iPhone,0,mist,,add,,
Chefinho,BR,Smart TV,0,,Miracle in Cell No. 7,play,,
Chefinho,BR,Smart TV,0,school,Step Sisters,play,,
Chefinho,BR,Smart TV,0,school,,play,,
Chefinho,BR,Smart TV,0,school,Rip Tide,play,,
Chefinho,BR,Smart TV,0,school,,play,,
Chefinho,BR,Smart TV,0,trip,Murder Mystery,play,,
Chefinho,BR,Smart TV,0,trip,Broken City,play,,
Chefinho,BR,Smart TV,0,trip,The Decline,play,,
Chefinho,BR,Smart TV,0,trip,Executive Decision,play,,
Chefinho,BR,Smart TV,0,adv,How It Ends,play,,
Chefinho,BR,Smart TV,0,adv,Helios,play,,
Chefinho,BR,Smart TV,0,adv,Errementari: The Blacksmith and the Devil,play,,
Chefinho,BR,Smart TV,0,adv,Nothing But Trouble,play,,
Chefinho,BR,Smart TV,0,co,True Memoirs of an International Assassin,play,,
Chefinho,BR,Smart TV,0,school,The Outcasts,play,,
Chefinho,BR,Smart TV,0,school,17 Again,play,,
Chefinho,BR,Smart TV,0,vin,Just Go With It,play,,
Chefinho,BR,Smart TV,0,vin,Good Luck Chuck,play,,
Chefinho,BR,Smart TV,0,vin,99 Homes,play,,
Chefinho,BR,Smart TV,0,vin,Get Hard,play,,
Chefinho,BR,Smart TV,0,vin,Unfinished Business,play,,
Chefinho,BR,Smart TV,0,,Miracle in Cell No. 7,select,,
Chefinho,BR,Smart TV,0,school,School Life,select,,
Chefinho,BR,Smart TV,0,school,Step Sisters,select,,
Chefinho,BR,Smart TV,0,school,,select,,
Chefinho,BR,Smart TV,0,school,Rip Tide,select,,
Chefinho,BR,Smart TV,0,school,,select,,
Chefinho,BR,Smart TV,0,school,,select,,
Chefinho,BR,Smart TV,0,trip,Murder Mystery,select,,
