Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Lourenço,Season 1 Character Intro Clip: Voices of Liberation (fka Liberation Route),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:44:45,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2626,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3306,""mediaOffsetMs"":560},{""eventType"":""stopped"",""sessionOffsetMs"":5947,""mediaOffsetMs"":102}]"
Lourenço,The Crown (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:44:43,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1000},{""eventType"":""stopped"",""sessionOffsetMs"":2759,""mediaOffsetMs"":1000}]"
Lourenço,Season 1 Character Intro Clip: Voices of Liberation (fka Liberation Route),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:43:39,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2904,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":54007,""mediaOffsetMs"":50400}]"
Lourenço,Superstore: Season 1_hook_01_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:43:35,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2576,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3285,""mediaOffsetMs"":500},{""eventType"":""stopped"",""sessionOffsetMs"":5730,""mediaOffsetMs"":314}]"
Lourenço,Season 3 Genre Specific Moment Clip: Never Have I Ever,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:43:34,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2529,""mediaOffsetMs"":0}]"
Lourenço,Season 1 Trailer: Fabulous Lives of Bollywood Wives,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:43:12,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2535,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":21544,""mediaOffsetMs"":18760},{""eventType"":""stopped"",""sessionOffsetMs"":24119,""mediaOffsetMs"":18807}]"
Lourenço,Relatable Clip 2: Get Smart With Money,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:42:32,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2049,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":39141,""mediaOffsetMs"":37037},{""eventType"":""stopped"",""sessionOffsetMs"":40596,""mediaOffsetMs"":36811}]"
Lourenço,Relatable Clip 2: Get Smart With Money,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:42:26,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2766,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5250,""mediaOffsetMs"":2252},{""eventType"":""stopped"",""sessionOffsetMs"":7690,""mediaOffsetMs"":2300}]"
Lourenço,Plot Clip: End of the Road,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:42:23,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2792,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3137,""mediaOffsetMs"":250},{""eventType"":""stopped"",""sessionOffsetMs"":5778,""mediaOffsetMs"":54}]"
Lourenço,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:42:17,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2361,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5524,""mediaOffsetMs"":3003},{""eventType"":""stopped"",""sessionOffsetMs"":8160,""mediaOffsetMs"":3092}]"
Lourenço,Season 1 Main Character Intro Clip: Devil in Ohio,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:42:14,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2459,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3805,""mediaOffsetMs"":1251},{""eventType"":""stopped"",""sessionOffsetMs"":6257,""mediaOffsetMs"":1186}]"
Lourenço,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:42:10,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2696,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3520,""mediaOffsetMs"":750},{""eventType"":""stopped"",""sessionOffsetMs"":6040,""mediaOffsetMs"":594}]"
Lourenço,Season 1 Main Character Intro Clip: Devil in Ohio,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:42:06,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2524,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4314,""mediaOffsetMs"":1751},{""eventType"":""stopped"",""sessionOffsetMs"":6796,""mediaOffsetMs"":1508}]"
Lourenço,Season 1 Plot Clip 2: The Imperfects,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:42:00,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2704,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3154,""mediaOffsetMs"":250},{""eventType"":""stopped"",""sessionOffsetMs"":6926,""mediaOffsetMs"":95}]"
Lourenço,The Mummy Returns_hook_primary_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:41:57,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1856,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2702,""mediaOffsetMs"":750},{""eventType"":""stopped"",""sessionOffsetMs"":5128,""mediaOffsetMs"":556}]"
Lourenço,Season 3 Sensory Clip: I AM A KILLER,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:41:56,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1078,""mediaOffsetMs"":0}]"
Lourenço,Season 2 Trailer: History 101,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:41:56,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":848,""mediaOffsetMs"":0}]"
Lourenço,The Walking Dead: Season 1_hook_primary_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:41:54,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1037,""mediaOffsetMs"":0}]"
Lourenço,Ultimate Beastmaster (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:41:48,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1000},{""eventType"":""playing"",""sessionOffsetMs"":1738,""mediaOffsetMs"":1000},{""eventType"":""paused"",""sessionOffsetMs"":6389,""mediaOffsetMs"":4537},{""eventType"":""stopped"",""sessionOffsetMs"":7811,""mediaOffsetMs"":4642}]"
Lourenço,The Walking Dead: Season 1_hook_primary_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:41:46,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1862,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2313,""mediaOffsetMs"":250},{""eventType"":""stopped"",""sessionOffsetMs"":3807,""mediaOffsetMs"":409}]"
Lourenço,Ultimate Beastmaster (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:41:36,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1000},{""eventType"":""playing"",""sessionOffsetMs"":2763,""mediaOffsetMs"":1000},{""eventType"":""paused"",""sessionOffsetMs"":10162,""mediaOffsetMs"":7207},{""eventType"":""stopped"",""sessionOffsetMs"":11834,""mediaOffsetMs"":7393}]"
Lourenço,Season 1 Trailer: Fabulous Lives of Bollywood Wives,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-11 17:41:33,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3162,""mediaOffsetMs"":0}]"
Lourenço,The Hunger Games_hook_primary_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:37:53,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2598,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4790,""mediaOffsetMs"":1751}]"
Lourenço,Season 3 Trailer: Jack Whitehall: Travels with My Father,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:37:49,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2712,""mediaOffsetMs"":0}]"
Lourenço,Workin' Moms: Season 1 - Upper Bound Clip 10,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:37:47,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1193,""mediaOffsetMs"":0}]"
Lourenço,Arrested Development: Season 4 (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:37:46,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":875},{""eventType"":""stopped"",""sessionOffsetMs"":2732,""mediaOffsetMs"":875}]"
Lourenço,Season 1 Genre Specific Moment Clip: Detox,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:37:37,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1959,""mediaOffsetMs"":0}]"
Lourenço,The Letdown (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:37:30,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1000},{""eventType"":""playing"",""sessionOffsetMs"":2295,""mediaOffsetMs"":1000},{""eventType"":""paused"",""sessionOffsetMs"":2528,""mediaOffsetMs"":1000},{""eventType"":""stopped"",""sessionOffsetMs"":4002,""mediaOffsetMs"":1310}]"
Lourenço,Derry Girls: Season 2 (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:37:23,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2787,""mediaOffsetMs"":0}]"
Lourenço,Season 1 Character Intro Clip: School of Chocolate,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:36:45,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2446,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":37638,""mediaOffsetMs"":35035},{""eventType"":""stopped"",""sessionOffsetMs"":39079,""mediaOffsetMs"":34823}]"
Lourenço,FabulousLivesofBollywoodWives_NoMarketingCard,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:36:39,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2994,""mediaOffsetMs"":0}]"
Lourenço,Season 1 Trailer: Partner Track,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:36:36,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3887,""mediaOffsetMs"":0}]"
Lourenço,Season 1 Genre Specific Moment Clip 2: The Imperfects,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:36:27,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2376,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":8505,""mediaOffsetMs"":6006},{""eventType"":""stopped"",""sessionOffsetMs"":11137,""mediaOffsetMs"":5800}]"
Lourenço,Inciting Incident Clip: End of the Road,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:36:24,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2785,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3144,""mediaOffsetMs"":250},{""eventType"":""stopped"",""sessionOffsetMs"":4830,""mediaOffsetMs"":317}]"
Lourenço,Season 1 Genre Specific Moment Clip: Devil in Ohio,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:36:22,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2677,""mediaOffsetMs"":0}]"
Lourenço,Informative Clip 2: Get Smart With Money,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:35:50,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2499,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":31810,""mediaOffsetMs"":29279},{""eventType"":""stopped"",""sessionOffsetMs"":33255,""mediaOffsetMs"":29097}]"
Lourenço,Volume 1 Trailer: Chef's Table: Pizza,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:35:46,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":3031,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":3365,""mediaOffsetMs"":250},{""eventType"":""stopped"",""sessionOffsetMs"":4841,""mediaOffsetMs"":145}]"
Lourenço,"Cobra Kai: Season 5: ""Long, Long Way From Home""",LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:06:32,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2919,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1744745,""mediaOffsetMs"":1741740},{""eventType"":""stopped"",""sessionOffsetMs"":1745505,""mediaOffsetMs"":1741827}]"
Lourenço,Season 4 Recap: Cobra Kai,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:03:35,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1973,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":12071,""mediaOffsetMs"":10135},{""eventType"":""stopped"",""sessionOffsetMs"":177000,""mediaOffsetMs"":174257}]"
Lourenço,Season 4 Supporting Character Clip: Cobra Kai,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 18:03:01,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3369,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":34700,""mediaOffsetMs"":31281},{""eventType"":""stopped"",""sessionOffsetMs"":35305,""mediaOffsetMs"":31329}]"
Lourenço,Ultimate Beastmaster (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 07:35:16,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1000},{""eventType"":""playing"",""sessionOffsetMs"":2387,""mediaOffsetMs"":1000},{""eventType"":""paused"",""sessionOffsetMs"":16349,""mediaOffsetMs"":13613}]"
Lourenço,Ultimate Beastmaster (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-09 07:35:06,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2181369},{""eventType"":""stopped"",""sessionOffsetMs"":2119,""mediaOffsetMs"":2181369}]"
Lourenço,Ultimate Beastmaster (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 20:14:39,NL,[]
Lourenço,"Ultimate Beastmaster: No Surrender: ""Trapping the Beast""",LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:37:29,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":10000},{""eventType"":""playing"",""sessionOffsetMs"":2320,""mediaOffsetMs"":10000},{""eventType"":""paused"",""sessionOffsetMs"":242099,""mediaOffsetMs"":244444},{""eventType"":""reposition"",""sessionOffsetMs"":242099,""mediaOffsetMs"":234661},{""eventType"":""paused"",""sessionOffsetMs"":242522,""mediaOffsetMs"":234661},{""eventType"":""playing"",""sessionOffsetMs"":247115,""mediaOffsetMs"":244978},{""eventType"":""paused"",""sessionOffsetMs"":248099,""mediaOffsetMs"":245979},{""eventType"":""reposition"",""sessionOffsetMs"":248099,""mediaOffsetMs"":236137},{""eventType"":""playing"",""sessionOffsetMs"":252721,""mediaOffsetMs"":208374},{""eventType"":""paused"",""sessionOffsetMs"":2226834,""mediaOffsetMs"":2182346}]"
Lourenço,"Ultimate Beastmaster: No Surrender: ""Scaling the Beast""",LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:02:55,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1481000},{""eventType"":""playing"",""sessionOffsetMs"":4938,""mediaOffsetMs"":1481000},{""eventType"":""paused"",""sessionOffsetMs"":2074832,""mediaOffsetMs"":3546643},{""eventType"":""stopped"",""sessionOffsetMs"":2075776,""mediaOffsetMs"":3546677}]"
Lourenço,Surviving Death: Season 1 - Baseline Clip 2,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:02:37,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":51593},{""eventType"":""stopped"",""sessionOffsetMs"":1909,""mediaOffsetMs"":51593}]"
Lourenço,Ultimate Beastmaster (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:02:36,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1000},{""eventType"":""playing"",""sessionOffsetMs"":2383,""mediaOffsetMs"":1000},{""eventType"":""paused"",""sessionOffsetMs"":18320,""mediaOffsetMs"":15749},{""eventType"":""stopped"",""sessionOffsetMs"":19865,""mediaOffsetMs"":15929}]"
Lourenço,For Military Merit_hook_03_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:02:34,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2828,""mediaOffsetMs"":0}]"
Lourenço,Derry Girls: Season 2 (Trailer),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:02:25,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":129},{""eventType"":""stopped"",""sessionOffsetMs"":3188,""mediaOffsetMs"":129}]"
Lourenço,Volume 1 Trailer: Chef's Table: Pizza,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:02:17,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":51593},{""eventType"":""stopped"",""sessionOffsetMs"":1859,""mediaOffsetMs"":51593}]"
Lourenço,Plot Clip: Love in the Villa,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:00:46,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2896,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":76295,""mediaOffsetMs"":72666}]"
Lourenço,Blown Away: Season 1_hook_04_16x9,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:00:43,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2678,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3394,""mediaOffsetMs"":500},{""eventType"":""stopped"",""sessionOffsetMs"":5778,""mediaOffsetMs"":510}]"
Lourenço,Plot Clip: Love in the Villa,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 19:00:40,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3474,""mediaOffsetMs"":0}]"
Lourenço,Season 1 High Context Clip: Instant Dream Home,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 18:46:19,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2186,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":10186,""mediaOffsetMs"":8000}]"
Lourenço,Season 1 High Context Clip: Voices of Liberation (fka Liberation Route),LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 18:46:07,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2361,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2969,""mediaOffsetMs"":560},{""eventType"":""stopped"",""sessionOffsetMs"":4525,""mediaOffsetMs"":290}]"
Lourenço,Volume 1 Trailer: Chef's Table: Pizza,LG 2018 Mstar LM18A STD UHD TV Smart TV,2022-09-08 18:45:04,NL,"[{""eventType"":""start"",""sessionOffsetMs"":8823,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":9822,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":19812,""mediaOffsetMs"":9968},{""eventType"":""playing"",""sessionOffsetMs"":24587,""mediaOffsetMs"":14806},{""eventType"":""paused"",""sessionOffsetMs"":63075,""mediaOffsetMs"":53053},{""eventType"":""stopped"",""sessionOffsetMs"":63631,""mediaOffsetMs"":53239}]"
Lourenço,Trailer: Get Smart With Money,iPad Pro 10.5-Inch (Wi-Fi),2022-09-08 15:48:41,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1122,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5357,""mediaOffsetMs"":4000}]"
Lourenço,"Fresh, Fried & Crispy: Season 1: ""Cleveland""",iPad Pro 10.5-Inch (Wi-Fi),2022-09-08 15:15:23,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":73,""mediaOffsetMs"":5000},{""eventType"":""paused"",""sessionOffsetMs"":150374,""mediaOffsetMs"":156000},{""eventType"":""playing"",""sessionOffsetMs"":689821,""mediaOffsetMs"":156000},{""eventType"":""stopped"",""sessionOffsetMs"":1996744,""mediaOffsetMs"":1462000}]"
Lourenço,"Fresh, Fried & Crispy: Season 1: ""Birmingham""",iPad Pro 10.5-Inch (Wi-Fi),2022-09-08 14:49:55,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":86,""mediaOffsetMs"":5000},{""eventType"":""stopped"",""sessionOffsetMs"":1528588,""mediaOffsetMs"":1534000}]"
Lourenço,"Fresh, Fried & Crispy: Season 1: ""Denver""",iPad Pro 10.5-Inch (Wi-Fi),2022-09-08 14:16:44,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":113,""mediaOffsetMs"":9000},{""eventType"":""paused"",""sessionOffsetMs"":116024,""mediaOffsetMs"":125000},{""eventType"":""playing"",""sessionOffsetMs"":197824,""mediaOffsetMs"":125000},{""eventType"":""paused"",""sessionOffsetMs"":322912,""mediaOffsetMs"":250000},{""eventType"":""playing"",""sessionOffsetMs"":343927,""mediaOffsetMs"":250000},{""eventType"":""paused"",""sessionOffsetMs"":918054,""mediaOffsetMs"":824000},{""eventType"":""playing"",""sessionOffsetMs"":1205322,""mediaOffsetMs"":824000},{""eventType"":""paused"",""sessionOffsetMs"":1573097,""mediaOffsetMs"":1191000},{""eventType"":""playing"",""sessionOffsetMs"":1694802,""mediaOffsetMs"":1191000},{""eventType"":""paused"",""sessionOffsetMs"":1756629,""mediaOffsetMs"":1253000},{""eventType"":""playing"",""sessionOffsetMs"":1796169,""mediaOffsetMs"":1253000},{""eventType"":""stopped"",""sessionOffsetMs"":1990245,""mediaOffsetMs"":1447000}]"
Lourenço,"Fresh, Fried & Crispy: Season 1: ""San Diego""",iPad Pro 10.5-Inch (Wi-Fi),2022-09-08 13:53:23,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":80,""mediaOffsetMs"":5000},{""eventType"":""stopped"",""sessionOffsetMs"":1400925,""mediaOffsetMs"":1405000}]"
Lourenço,"Fresh, Fried & Crispy: Season 1: ""Baltimore""",iPad Pro 10.5-Inch (Wi-Fi),2022-09-08 13:28:53,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":104,""mediaOffsetMs"":5000},{""eventType"":""stopped"",""sessionOffsetMs"":1470641,""mediaOffsetMs"":1476000}]"
Lourenço,"Fresh, Fried & Crispy: Season 1: ""Las Vegas""",iPad Pro 10.5-Inch (Wi-Fi),2022-09-08 13:04:19,NL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":91,""mediaOffsetMs"":5000},{""eventType"":""stopped"",""sessionOffsetMs"":1473690,""mediaOffsetMs"":1479000}]"
